BARRIO;METROS;HABITACIONES;PRECIO_TOTAL;PRECIO_M2;PRECIO_M2_BARRIO;DIFERENCIA;OPORTUNIDAD
San Blas;96;3;632.202 €;6585;6839;-253.55;NORMAL
San Blas;94;1;702.232 €;7471;6496;974.56;NORMAL
Chamberi;126;2;589.438 €;4678;4059;619.09;NORMAL
Usera;97;1;367.868 €;3792;4704;-911.54;OPORTUNIDAD
Barajas;81;2;260.527 €;3216;2958;258.38;NORMAL
Chamartin;129;4;679.237 €;5265;5987;-721.6;OPORTUNIDAD
Moncloa;57;4;189.053 €;3317;3618;-301.28;NORMAL
Hortaleza;99;5;538.322 €;5438;4585;852.6;NORMAL
Chamberi;148;4;647.147 €;4373;3887;485.62;NORMAL
Tetuan;127;5;583.708 €;4596;3904;692.13;NORMAL
Puente de Vallecas;129;4;894.715 €;6936;6072;863.78;NORMAL
Latina;79;4;480.478 €;6082;5876;206.0;NORMAL
Villa de Vallecas;150;5;360.334 €;2402;2674;-271.77;OPORTUNIDAD
Ciudad Lineal;55;3;308.504 €;5609;4712;897.17;NORMAL
Carabanchel;148;1;613.551 €;4146;3830;315.62;NORMAL
Tetuan;92;2;363.768 €;3954;3848;106.01;NORMAL
Arganzuela;142;1;913.937 €;6436;6568;-131.82;NORMAL
San Blas;108;1;284.078 €;2630;2892;-261.64;NORMAL
Moratalaz;101;2;301.452 €;2985;2765;219.68;NORMAL
Barajas;72;4;263.084 €;3654;4048;-394.05;NORMAL
Chamartin;103;5;364.096 €;3535;3145;389.91;NORMAL
Usera;71;5;395.147 €;5565;5373;192.46;NORMAL
Carabanchel;100;2;483.730 €;4837;6006;-1168.7;OPORTUNIDAD
Arganzuela;82;1;498.618 €;6081;5562;518.71;NORMAL
Salamanca;127;1;625.210 €;4923;4592;330.92;NORMAL
San Blas;88;4;503.769 €;5725;6691;-966.35;OPORTUNIDAD
San Blas;55;4;294.392 €;5353;5670;-317.41;NORMAL
Ciudad Lineal;99;5;430.822 €;4352;4409;-57.26;NORMAL
Carabanchel;74;5;388.763 €;5254;5056;197.56;NORMAL
San Blas;113;1;768.033 €;6797;5798;998.76;NORMAL
Puente de Vallecas;56;2;182.404 €;3257;3007;250.23;NORMAL
Barajas;100;4;334.300 €;3343;3364;-20.99;NORMAL
Retiro;46;1;179.048 €;3892;4593;-700.65;OPORTUNIDAD
Chamartin;49;4;258.836 €;5282;6160;-877.61;OPORTUNIDAD
Salamanca;77;1;249.241 €;3237;3696;-459.09;OPORTUNIDAD
Salamanca;54;1;306.753 €;5681;6291;-610.39;NORMAL
Barajas;127;2;845.925 €;6661;6221;439.83;NORMAL
Tetuan;66;1;192.477 €;2916;3159;-242.67;NORMAL
Villaverde;100;3;522.760 €;5228;5944;-716.4;OPORTUNIDAD
Arganzuela;99;3;373.945 €;3777;3470;307.23;NORMAL
Centro;61;4;233.329 €;3825;3316;509.08;NORMAL
Moratalaz;57;4;402.548 €;7062;6557;505.25;NORMAL
Usera;144;3;559.931 €;3888;3404;484.41;NORMAL
Barajas;75;4;453.891 €;6052;6599;-547.12;NORMAL
Villaverde;140;5;797.587 €;5697;5721;-23.95;NORMAL
Puente de Vallecas;129;2;908.710 €;7044;6484;560.26;NORMAL
Ciudad Lineal;134;4;577.360 €;4309;3766;542.66;NORMAL
Ciudad Lineal;96;1;554.533 €;5776;5955;-178.61;NORMAL
Puente de Vallecas;134;1;625.510 €;4668;5775;-1107.01;OPORTUNIDAD
Centro;128;5;376.262 €;2940;3139;-199.45;NORMAL
Chamberi;85;3;512.235 €;6026;6111;-84.7;NORMAL
Villaverde;47;1;159.619 €;3396;3502;-105.84;NORMAL
Carabanchel;147;3;820.585 €;5582;4990;592.22;NORMAL
Centro;114;4;452.465 €;3969;4164;-195.0;NORMAL
Ciudad Lineal;119;4;535.347 €;4499;5598;-1099.28;OPORTUNIDAD
San Blas;49;4;171.744 €;3505;3786;-281.0;NORMAL
Latina;90;1;534.506 €;5939;5214;724.97;NORMAL
Moncloa;41;4;282.241 €;6884;5791;1092.94;NORMAL
Chamartin;130;5;322.510 €;2481;2993;-512.15;OPORTUNIDAD
Puente de Vallecas;149;4;532.550 €;3574;4430;-855.84;OPORTUNIDAD
Arganzuela;56;3;319.921 €;5713;5016;696.89;NORMAL
Vicalvaro;147;1;996.544 €;6779;5800;979.21;NORMAL
Moratalaz;71;3;182.337 €;2568;3169;-600.86;OPORTUNIDAD
Ciudad Lineal;129;5;670.831 €;5200;4999;201.24;NORMAL
Latina;88;1;359.572 €;4086;3914;172.05;NORMAL
Latina;92;3;312.726 €;3399;3952;-552.8;OPORTUNIDAD
Salamanca;64;3;261.343 €;4083;4898;-814.51;OPORTUNIDAD
Moratalaz;52;5;205.142 €;3945;3529;416.06;NORMAL
Moncloa;136;5;861.126 €;6332;6599;-267.19;NORMAL
Salamanca;68;3;229.172 €;3370;3314;56.18;NORMAL
Salamanca;58;3;333.925 €;5757;5959;-201.67;NORMAL
Villaverde;119;1;479.397 €;4029;4288;-259.45;NORMAL
Retiro;145;1;586.845 €;4047;4857;-809.79;OPORTUNIDAD
Villaverde;56;2;165.920 €;2963;2855;107.86;NORMAL
Ciudad Lineal;80;3;428.063 €;5351;4808;542.8;NORMAL
Arganzuela;81;1;270.939 €;3345;3506;-161.06;NORMAL
Barajas;77;3;229.832 €;2985;2538;446.84;NORMAL
Arganzuela;143;5;489.237 €;3421;3918;-496.76;OPORTUNIDAD
Puente de Vallecas;103;1;656.887 €;6378;5628;749.55;NORMAL
Chamberi;83;5;590.109 €;7110;6524;585.75;NORMAL
Salamanca;91;1;348.858 €;3834;4279;-445.4;OPORTUNIDAD
Chamberi;104;4;460.122 €;4424;3812;612.25;NORMAL
Salamanca;63;1;510.268 €;8099;6826;1273.5;NORMAL
Barajas;136;1;826.572 €;6078;6820;-742.26;OPORTUNIDAD
Hortaleza;42;3;177.613 €;4229;3544;684.89;NORMAL
San Blas;144;4;840.138 €;5834;4874;960.29;NORMAL
Centro;71;5;468.426 €;6598;6634;-36.44;NORMAL
Centro;93;3;330.166 €;3550;3938;-387.82;NORMAL
Arganzuela;119;5;823.521 €;6920;6253;667.35;NORMAL
Tetuan;134;1;392.134 €;2926;2679;247.37;NORMAL
Arganzuela;50;5;305.066 €;6101;5220;881.33;NORMAL
Puente de Vallecas;46;2;145.711 €;3168;3948;-780.36;OPORTUNIDAD
Vicalvaro;79;1;423.148 €;5356;4511;845.31;NORMAL
Chamartin;149;5;915.266 €;6143;6347;-204.27;NORMAL
Usera;124;1;599.692 €;4836;4059;777.23;NORMAL
San Blas;148;1;444.941 €;3006;2534;472.36;NORMAL
Vicalvaro;70;5;182.296 €;2604;2532;72.24;NORMAL
Puente de Vallecas;94;5;581.477 €;6186;5204;981.94;NORMAL
Centro;68;2;466.772 €;6864;6997;-132.69;NORMAL
Arganzuela;141;1;583.605 €;4139;4299;-159.95;NORMAL
Villaverde;145;2;446.478 €;3079;3589;-509.84;OPORTUNIDAD
Barajas;56;4;145.240 €;2594;2605;-11.43;NORMAL
Usera;140;1;388.028 €;2772;2555;216.63;NORMAL
Puente de Vallecas;133;4;283.621 €;2132;2541;-408.51;OPORTUNIDAD
Tetuan;67;1;266.121 €;3972;3565;406.96;NORMAL
Chamberi;149;1;582.801 €;3911;4803;-891.58;OPORTUNIDAD
Latina;135;1;720.165 €;5335;5107;227.56;NORMAL
Ciudad Lineal;93;4;479.543 €;5156;6289;-1132.62;OPORTUNIDAD
Retiro;122;4;876.461 €;7184;6498;686.11;NORMAL
Tetuan;72;5;169.739 €;2357;2916;-558.5;OPORTUNIDAD
Moncloa;66;1;326.022 €;4940;4408;531.74;NORMAL
Tetuan;42;5;183.072 €;4359;4338;20.86;NORMAL
Tetuan;62;5;351.773 €;5674;4846;827.77;NORMAL
Puente de Vallecas;64;5;195.251 €;3051;2696;354.81;NORMAL
Villaverde;74;4;228.895 €;3093;3303;-209.82;NORMAL
Villaverde;146;3;437.576 €;2997;3275;-277.9;NORMAL
Usera;79;3;250.897 €;3176;3010;165.92;NORMAL
Barajas;135;2;583.395 €;4321;5238;-916.55;OPORTUNIDAD
Barajas;104;2;684.910 €;6586;5899;686.68;NORMAL
Puente de Vallecas;149;3;1.148.631 €;7709;6881;827.94;NORMAL
Salamanca;82;1;516.533 €;6299;5589;710.19;NORMAL
Hortaleza;93;3;425.020 €;4570;5159;-588.88;OPORTUNIDAD
Chamartin;115;1;579.317 €;5038;4986;51.55;NORMAL
Villa de Vallecas;54;5;263.025 €;4871;5570;-699.16;OPORTUNIDAD
Latina;75;1;381.145 €;5082;4941;140.94;NORMAL
Villa de Vallecas;114;4;664.207 €;5826;5312;514.38;NORMAL
Salamanca;139;5;405.126 €;2915;2659;255.58;NORMAL
Arganzuela;71;3;422.786 €;5955;5436;518.75;NORMAL
Villaverde;64;2;230.750 €;3605;3032;573.48;NORMAL
Barajas;127;2;682.517 €;5374;6420;-1045.85;OPORTUNIDAD
Ciudad Lineal;148;5;688.079 €;4649;5181;-531.82;OPORTUNIDAD
Hortaleza;45;3;145.712 €;3238;2738;500.05;NORMAL
Latina;127;5;498.114 €;3922;4901;-978.84;OPORTUNIDAD
Moratalaz;103;1;730.878 €;7096;6824;271.9;NORMAL
Carabanchel;81;2;597.710 €;7379;6216;1163.15;NORMAL
Centro;73;2;428.120 €;5865;5064;800.66;NORMAL
Ciudad Lineal;61;3;249.029 €;4082;3795;287.45;NORMAL
Carabanchel;132;1;622.481 €;4716;5681;-965.23;OPORTUNIDAD
Vicalvaro;114;5;280.574 €;2461;2507;-45.82;NORMAL
Usera;123;5;602.994 €;4902;4236;666.4;NORMAL
Vicalvaro;71;2;531.084 €;7480;6639;841.06;NORMAL
Hortaleza;78;1;212.252 €;2721;3003;-281.81;NORMAL
Centro;82;5;469.506 €;5726;5528;197.69;NORMAL
Ciudad Lineal;104;4;332.788 €;3200;3799;-599.11;OPORTUNIDAD
Barajas;124;1;476.001 €;3839;4597;-758.28;OPORTUNIDAD
Vicalvaro;87;4;544.162 €;6255;6372;-117.26;NORMAL
Villaverde;87;2;660.935 €;7597;6631;965.96;NORMAL
Tetuan;98;4;345.101 €;3521;3611;-89.55;NORMAL
Latina;140;5;455.907 €;3256;3000;256.48;NORMAL
Chamberi;89;3;211.725 €;2379;2700;-321.07;OPORTUNIDAD
Moratalaz;68;1;298.542 €;4390;3858;532.33;NORMAL
Chamberi;147;3;698.050 €;4749;4333;415.64;NORMAL
Retiro;116;2;618.016 €;5328;5196;131.73;NORMAL
Usera;139;3;662.667 €;4767;4641;126.39;NORMAL
Hortaleza;146;3;560.259 €;3837;4102;-264.61;NORMAL
Latina;48;5;297.607 €;6200;5693;507.15;NORMAL
Vicalvaro;116;3;668.255 €;5761;6740;-979.18;OPORTUNIDAD
Puente de Vallecas;78;3;295.047 €;3783;3309;473.66;NORMAL
Moratalaz;68;2;435.593 €;6406;6264;141.78;NORMAL
Retiro;66;4;301.180 €;4563;5368;-804.66;OPORTUNIDAD
Arganzuela;101;5;744.429 €;7371;6814;556.58;NORMAL
Moratalaz;121;1;451.110 €;3728;3239;489.18;NORMAL
Barajas;123;1;842.454 €;6849;5840;1009.23;NORMAL
Chamberi;74;4;311.254 €;4206;4854;-647.86;OPORTUNIDAD
Ciudad Lineal;116;2;370.348 €;3193;3470;-277.34;NORMAL
